bikes_4100_14760_5.csvriga;nome attributo;valore da imputare;valore imputato
3878;kms_driven;16000;?
1689;location;kolkata;?
3741;company;Bajaj;Royal-Enfield
2985;price;27000;?
1717;mileage;55.0;?
4016;mileage;40.0;?
778;mileage;40.0;?
120;mileage;32.0;?
2827;model;YZF-R15;?
1949;price;120000;?
1372;mileage;55.0;?
2349;model;Thunderbird;?
2621;company;Royal-Enfield;Harley-Davidson
2334;mileage;37.0;?
3274;mileage;89.0;?
1230;owner;first;first
2075;power;72.68;?
683;owner;first;first
558;price;92500;?
525;power;19.8;27.2
9;company;Royal-Enfield;Royal-Enfield
879;model_year;2014;2015
2111;company;Royal-Enfield;?
1942;company;Royal-Enfield;Harley-Davidson
1920;price;100000;?
2543;company;Royal-Enfield;Royal-Enfield
4090;model_year;2009;2016
102;location;bangalore;?
1523;mileage;18.0;?
3256;power;25.1;19.8
2363;model;Karizma;?
3622;model;Bullet;?
1080;location;jaipur;?
1902;price;129000;?
3157;company;Yamaha;Harley-Davidson
2554;company;Bajaj;?
943;owner;first;first
3748;price;120000;?
1171;model;Street;?
2240;model_year;2020;?
3251;mileage;40.0;?
936;owner;first;first
2627;model;RC;?
10;model;Classic;?
455;location;delhi;?
1605;mileage;81.0;?
651;model;Pulsar;?
122;model_year;2016;2016
1963;price;170000;?
2292;model;CD;?
2306;price;125000;?
1989;owner;first;first
699;kms_driven;17960;?
2388;model_year;2018;?
3389;model;Avenger;?
3599;price;130000;?
3625;kms_driven;2350;?
3746;power;19.0;8.2
2674;mileage;55.0;?
3036;model;Avenger;?
1467;price;466875;?
1619;model_year;2015;2016
216;location;chittorgarh;?
124;model_year;2020;?
340;price;205000;?
1648;kms_driven;30000;?
1004;location;bangalore;?
926;location;gurgaon;?
1819;price;58000;?
3332;model_year;2016;2020
1675;owner;first;first
3006;power;19.0;?
2614;model_year;2015;2018
2415;price;75000;?
2351;model_year;2017;2015
3945;power;8.2;?
4037;mileage;65.0;?
772;model_year;2015;2016
2542;power;25.0;?
316;owner;first;first
639;mileage;40.0;?
16;company;Royal-Enfield;Harley-Davidson
3859;power;14.6;25.1
918;price;75900;?
191;location;chandigarh;?
2731;owner;first;first
193;model_year;2017;?
2336;mileage;25.0;?
3417;location;visakhapatnam;?
3395;model;FZs;?
1693;kms_driven;9707;?
1872;model;Street;?
1111;model;Duke;?
895;model;CT;?
590;kms_driven;17544;?
796;model;Duke;?
2230;location;bangalore;?
65;company;Bajaj;Hero
3273;mileage;35.0;?
528;company;Royal-Enfield;Royal-Enfield
2657;owner;first;first
3657;company;Royal-Enfield;?
1543;location;chennai;?
153;location;jaipur;?
1273;power;9.0;?
519;location;ghaziabad;?
89;price;100000;?
2999;location;ghaziabad;?
137;mileage;25.0;?
975;model;Street;?
3825;location;thane;?
513;owner;second;first
3754;company;Bajaj;Hero
3419;price;130000;?
606;model;Classic;?
2443;location;delhi;?
448;price;90000;?
399;kms_driven;50000;?
3430;model_year;2020;2015
759;price;137000;?
3177;price;53000;?
2275;model_year;2011;2014
762;model_year;2009;2017
2387;owner;first;first
2592;mileage;45.0;?
237;mileage;35.0;?
759;kms_driven;10500;?
1812;model_year;2009;?
1531;model_year;2018;?
344;price;60000;?
538;price;60000;?
562;location;delhi;?
460;mileage;65.0;?
743;location;bangalore;?
1728;location;delhi;?
1003;kms_driven;18000;?
617;model;Thunderbird;?
4096;model;Classic;?
488;location;delhi;?
3230;location;patna;?
1095;model;Classic;?
3984;model_year;2018;2020
2943;company;KTM;?
2500;location;delhi;?
1245;location;delhi;?
1761;mileage;63.0;?
3574;power;21.0;?
1138;price;100000;?
1403;mileage;45.0;?
160;mileage;35.0;?
1419;price;48000;?
2484;owner;first;first
3873;model_year;2016;2010
2918;power;16.0;?
1902;kms_driven;1400;?
3191;kms_driven;26000;?
3896;owner;first;first
3064;company;Royal-Enfield;Royal-Enfield
2906;location;gurgaon;?
473;power;27.2;?
3717;owner;first;first
3883;price;30000;?
2927;company;Benelli;Bajaj
824;owner;first;first
1924;model_year;2017;?
777;kms_driven;60000;?
242;model_year;2016;2017
3363;model;Avenger;?
2046;owner;first;first
3385;kms_driven;12300;?
2152;model;Gixxer;?
2204;kms_driven;28000;?
143;location;hyderabad;?
2575;mileage;43.0;?
1588;owner;first;first
1453;mileage;35.0;?
2426;model;Classic;?
401;kms_driven;34000;?
3116;model_year;2015;?
1162;model_year;2016;?
3389;kms_driven;32000;?
1386;mileage;5.0;?
1140;mileage;35.0;?
2431;kms_driven;10000;?
1017;company;Hero;Hero
2526;location;pune;?
2558;mileage;45.0;?
1897;price;50000;?
1316;model;FZ25;?
2434;location;pune;?
1617;model;Hunk;?
2843;company;Bajaj;Bajaj
3095;location;delhi;?
2463;kms_driven;4500;?
466;model_year;2016;?
500;company;Royal-Enfield;Royal-Enfield
3089;location;delhi;?
3308;company;Bajaj;?
3254;kms_driven;3400;?
10;location;delhi;?
2578;model;Duke;?
1613;model;FZs;?
274;mileage;35.0;?
697;model;Apache;?
1383;model;Pulsar;?
3820;model;Karizma;?
3296;price;50000;?
573;owner;first;first
2086;model;Avenger;?
1025;location;bangalore;?
422;price;140000;?
307;model;Pulsar;?
3659;model;Passion;?
2736;model_year;2014;2013
2070;power;18.76;?
2585;kms_driven;6355;?
3703;price;105500;?
524;price;35000;?
2508;price;48000;?
2492;company;Royal-Enfield;?
1925;location;mumbai;?
1065;company;Bajaj;Royal-Enfield
2636;location;delhi;?
3724;price;450000;?
1801;location;faridabad;?
1525;mileage;40.0;?
3782;price;155000;?
2195;model;Thunderbird;?
1316;company;Yamaha;Royal-Enfield
733;model;FZs;?
1292;kms_driven;14000;?
1715;model;Avenger;?
1733;price;15000;?
3705;kms_driven;1884;?
1253;mileage;35.0;?
2505;mileage;35.0;?
170;mileage;40.0;?
3941;model;V15;?
2109;mileage;35.0;?
1246;kms_driven;7945;?
630;owner;second;first
1001;model;Iron;?
650;company;KTM;Honda
1914;mileage;35.0;?
1754;kms_driven;30000;?
3104;kms_driven;11000;?
793;price;145000;?
599;mileage;52.0;?
694;owner;first;first
3229;company;Royal-Enfield;Harley-Davidson
3542;price;135000;?
819;owner;first;first
3808;model_year;2013;2018
1948;mileage;42.0;?
959;power;19.8;?
3998;mileage;38.0;?
2889;power;27.2;42.9
1287;model_year;2008;?
3865;power;19.8;?
670;company;Bajaj;Harley-Davidson
1479;company;Royal-Enfield;Royal-Enfield
3286;location;mumbai;?
2094;mileage;84.0;?
608;price;22000;?
1752;price;50000;?
2550;model;Thunderbird;?
4060;kms_driven;18779;?
4056;company;Hero;Royal-Enfield
3056;kms_driven;20000;?
1275;power;21.0;8.2
355;mileage;55.0;?
949;price;63000;?
2617;mileage;40.0;?
1236;mileage;40.0;?
3905;power;19.8;?
1016;location;delhi;?
1579;owner;first;first
2217;model_year;2020;2003
290;location;delhi;?
955;model_year;2016;?
3004;location;pune;?
323;company;Bajaj;?
1614;kms_driven;29000;?
1048;model_year;2017;2017
3142;power;47.0;?
3304;company;Royal-Enfield;?
3844;owner;second;first
2288;location;bangalore;?
3466;price;75000;?
3749;location;delhi;?
2920;model_year;2016;2017
3945;company;Hero;?
124;mileage;35.0;?
2319;location;delhi;?
1659;owner;first;first
1055;model_year;2020;2017
3896;price;38500;?
221;model_year;2013;?
477;mileage;38.0;?
3027;model_year;2017;?
3355;kms_driven;5000;?
2205;model;Karizma;?
3321;location;pune;?
1060;company;Kawasaki;?
674;owner;first;first
362;power;9.0;?
660;mileage;32.0;?
955;company;Royal-Enfield;?
3199;power;16.7;13.0
3183;kms_driven;16000;?
3259;price;40000;?
519;model;Classic;?
2229;company;Hero;KTM
579;company;KTM;Royal-Enfield
2519;power;14.3;8.9
2401;model_year;2016;?
1014;power;16.7;?
1026;power;14.0;?
2112;owner;first;first
2015;mileage;75.0;?
1536;location;delhi;?
1683;owner;first;first
3824;kms_driven;20000;?
3073;model_year;2011;?
3376;model_year;2016;2019
274;location;delhi;?
3086;power;28.0;?
1654;mileage;57.0;?
1143;power;13.0;?
550;mileage;40.0;?
1582;company;KTM;?
3038;owner;first;first
3894;power;7.5;?
2973;location;hyderabad;?
1138;kms_driven;26060;?
4051;company;Suzuki;?
2391;location;pune;?
1320;power;14.79;?
3239;mileage;35.0;?
3551;kms_driven;10000;?
2403;company;Yamaha;?
1293;model;Avenger;?
638;model;Pulsar;?
34;company;Royal-Enfield;Royal-Enfield
2708;mileage;67.0;?
710;mileage;55.0;?
3152;company;Hero;?
1604;model_year;2016;2018
4061;kms_driven;26000;?
1607;power;8.17;?
3567;price;14000;?
1407;model_year;2017;2015
767;company;Royal-Enfield;?
2134;price;674375;?
3548;price;70000;?
2243;mileage;45.0;?
3479;mileage;35.0;?
3787;price;100500;?
3315;power;70.0;?
3001;location;mumbai;?
1821;kms_driven;29800;?
928;kms_driven;2000;?
2753;price;119000;?
1454;model_year;2018;?
3793;price;165000;?
1508;mileage;35.0;?
1108;model;Classic;?
1333;owner;first;first
2647;company;KTM;Royal-Enfield
2535;power;19.8;?
3311;kms_driven;19524;?
3257;model_year;2005;?
3424;mileage;65.0;?
401;company;Bajaj;?
2005;kms_driven;9000;?
3376;model;V15;?
1206;mileage;22.0;?
3314;price;100000;?
2079;company;Bajaj;Harley-Davidson
3910;mileage;57.0;?
1897;kms_driven;30000;?
2701;price;32000;?
493;location;mumbai;?
3294;location;mumbai;?
3223;mileage;22.0;?
1538;location;bangalore;?
103;owner;second;first
3415;model;Fat;?
777;price;12119;?
2215;power;24.5;?
1061;model_year;2017;?
2804;mileage;57.0;?
1237;price;78800;?
2920;location;pune;?
3165;mileage;53.0;?
3388;company;TVS;?
2052;price;16333;?
1183;price;33000;?
873;owner;first;first
2127;location;mumbai;?
577;owner;first;first
138;power;11.8;?
2671;price;85000;?
3665;price;500000;?
2807;model_year;2016;?
2231;price;56000;?
921;model_year;2014;2016
3817;model;Bullet;?
3212;model_year;2017;2013
2450;model_year;2016;2017
1395;mileage;35.0;?
3185;mileage;5.0;?
205;price;95000;?
1036;owner;fourth;first
1522;mileage;65.0;?
2985;kms_driven;46316;?
430;company;Bajaj;?
1882;kms_driven;40000;?
1461;mileage;32.0;?
88;power;21.0;?
1864;power;8.1;?
1992;owner;first;first
561;price;120000;?
3213;mileage;35.0;?
2742;mileage;81.0;?
1716;kms_driven;45000;?
927;power;42.3;?
3439;model_year;2018;2018
3644;mileage;53.0;?
3776;price;135000;?
339;kms_driven;3300;?
765;power;19.8;?
3591;mileage;35.0;?
3145;mileage;75.0;?
1728;company;Bajaj;?
911;model;YZF-R15;?
3286;kms_driven;14807;?
152;company;Royal-Enfield;Harley-Davidson
1639;company;KTM;Royal-Enfield
4068;price;95000;?
2161;price;60000;?
612;owner;first;first
2944;power;24.8;?
2926;location;delhi;?
174;power;14.0;?
1935;model;Classic;?
991;company;Royal-Enfield;Royal-Enfield
3516;price;650000;?
182;location;bangalore;?
775;company;Bajaj;?
1110;mileage;42.0;?
4006;owner;first;first
3835;mileage;35.0;?
622;company;Bajaj;Royal-Enfield
2091;power;19.8;?
2591;price;114000;?
76;power;13.0;?
1061;price;110000;?
1744;owner;first;first
364;mileage;45.0;?
2505;location;gurgaon;?
2462;mileage;26.0;?
861;owner;first;first
2973;power;14.6;?
583;price;100000;?
2170;company;Yamaha;?
2303;model;V15;?
1190;model;Splendor;?
1693;company;Royal-Enfield;?
3281;price;499999;?
2773;company;KTM;Harley-Davidson
1120;company;Yamaha;Royal-Enfield
1670;model;Passion;?
3287;location;kalyan;?
2254;mileage;53.0;?
3569;company;Bajaj;?
925;company;Yamaha;Royal-Enfield
1938;price;80000;?
369;company;KTM;?
1655;power;12.2;?
3323;power;8.2;?
940;company;Royal-Enfield;Royal-Enfield
718;location;delhi;?
3105;kms_driven;10000;?
1262;mileage;63.0;?
3790;power;19.0;?
1777;kms_driven;25000;?
2945;price;155000;?
1901;model_year;2018;2012
208;model_year;2015;?
2243;location;bangalore;?
2285;model_year;2010;2015
3930;owner;first;first
1392;price;165000;?
3447;model_year;2015;?
1995;model_year;2017;2018
227;power;19.8;?
2355;model;Star;?
378;location;hyderabad;?
695;price;65000;?
2856;model_year;2012;2016
1139;model;Avenger;?
977;company;Hero;Hero
514;mileage;75.0;?
1367;price;49000;?
1616;company;Hero;Hero
4038;model_year;2017;2013
267;location;delhi;?
3367;price;65000;?
2210;company;Royal-Enfield;?
235;model_year;2014;2016
1752;power;14.2;?
3727;owner;first;first
10;mileage;35.0;?
3410;owner;first;first
684;kms_driven;50562;?
2779;price;125000;?
14;power;19.0;?
3883;model_year;2015;?
4092;location;chennai;?
3507;kms_driven;2200;?
959;mileage;35.0;?
3243;mileage;63.0;?
434;owner;first;first
1991;model_year;2012;2017
1226;power;27.2;?
3367;kms_driven;6903;?
237;model;Classic;?
3629;price;45000;?
1820;price;110000;?
3591;price;109999;?
2093;kms_driven;55000;?
1175;company;Royal-Enfield;?
1958;company;Bajaj;Hero
3345;price;85000;?
2438;model_year;2017;?
3530;company;KTM;KTM
1530;owner;first;first
3193;owner;first;first
3365;model_year;2018;2015
314;owner;first;first
3193;power;14.0;?
1677;company;Royal-Enfield;?
2171;model;Classic;?
507;owner;first;first
1255;kms_driven;22000;?
3669;location;delhi;?
1036;mileage;35.0;?
3925;company;Royal-Enfield;Royal-Enfield
1648;owner;first;first
1930;model_year;2015;2016
481;model_year;2016;2019
1171;location;coimbatore;?
2182;model_year;2017;?
2997;model_year;2007;?
992;location;bangalore;?
1602;power;67.2;70.0
3784;location;delhi;?
3879;mileage;5.0;?
947;price;105000;?
2606;model_year;2014;?
2010;price;80000;?
2795;model;Passion;?
2222;company;Bajaj;?
1041;model_year;2020;?
1534;kms_driven;7990;?
1649;location;delhi;?
2060;owner;first;first
2001;mileage;55.0;?
1819;owner;first;first
2055;kms_driven;69000;?
2291;model;Pulsar;?
1790;owner;second;first
1613;power;13.0;?
1141;model_year;2014;2018
1676;power;19.8;8.2
954;mileage;43.0;?
1982;location;jaipur;?
146;price;133000;?
2935;mileage;65.0;?
2969;model_year;2009;2017
2013;company;Yamaha;KTM
3626;power;8.2;?
78;owner;first;first
2553;model;Pulsar;?
1014;model;YZF-R15;?
3108;power;19.8;?
1267;owner;first;first
1635;company;Hero;?
1643;model;Classic;?
1025;model;Xpulse;?
2594;model_year;2017;?
4017;kms_driven;78394;?
4045;kms_driven;3000;?
2912;price;20000;?
1197;price;18600;?
2475;model;Mojo;?
825;company;Hero;?
4067;model_year;2016;?
2579;mileage;35.0;?
724;mileage;35.0;?
1412;owner;first;first
1596;owner;first;first
763;owner;first;first
1636;price;31000;?
3941;price;53000;?
4069;model_year;2017;2016
2415;power;19.0;?
367;mileage;55.0;?
1102;price;85000;?
123;mileage;55.0;?
1050;kms_driven;25000;?
1311;kms_driven;10635;?
295;company;Bajaj;Hero
476;owner;first;first
683;mileage;52.0;?
1663;mileage;57.0;?
3447;price;24700;?
2763;location;gurgaon;?
1685;owner;first;first
3407;price;50900;?
3122;model_year;2018;?
2227;model;Pulsar;?
3835;location;hyderabad;?
903;power;24.8;?
3008;company;Royal-Enfield;?
1773;company;Yamaha;?
3317;owner;first;first
3739;owner;first;first
1932;model;Avenger;?
934;owner;first;first
1647;power;8.1;?
564;price;40000;?
1951;price;60000;?
3861;company;Hyosung;?
479;location;pune;?
1008;owner;first;first
4083;model_year;2012;?
750;mileage;35.0;?
3742;price;29500;?
2234;model_year;2015;2017
3815;price;198200;?
2180;owner;first;first
2733;owner;first;first
5;kms_driven;19718;?
3127;power;27.2;?
1365;company;Royal-Enfield;Royal-Enfield
1289;power;19.8;?
2689;model;RC;?
1702;mileage;40.0;?
1787;power;39.0;?
1257;location;ghaziabad;?
504;company;Yamaha;Hero
3300;mileage;38.0;?
1009;power;11.8;?
947;model_year;2016;?
3720;model_year;2014;?
3248;model_year;2018;2018
2418;model_year;2017;2018
3658;model_year;2017;?
1324;company;Yamaha;?
3178;mileage;81.0;?
1054;model;Splendor;?
957;owner;first;first
2817;model_year;2017;2013
942;price;156600;?
2175;model;Avenger;?
2001;power;8.17;?
416;mileage;35.0;?
1385;company;KTM;Royal-Enfield
1808;company;Royal-Enfield;?
2675;owner;first;first
680;price;145000;?
2944;owner;first;first
1667;mileage;42.0;?
2057;price;70000;?
174;mileage;63.0;?
957;price;130000;?
1121;owner;first;first
2619;kms_driven;10000;?
2026;model;Gixxer;?
1039;power;24.2;?
2353;price;47000;?
72;power;7.91;?
2104;mileage;35.0;?
935;mileage;35.0;?
1975;owner;first;first
531;model_year;2018;2018
1469;kms_driven;12000;?
4004;price;65000;?
1611;price;90000;?
777;owner;first;first
1037;kms_driven;20100;?
786;kms_driven;7000;?
2289;model;Continental;?
3446;owner;first;first
4016;location;chennai;?
1338;model;Gixxer;?
3976;price;65000;?
227;model_year;2008;2017
2115;location;mumbai;?
3755;owner;first;first
418;company;Bajaj;Royal-Enfield
2970;owner;first;first
794;power;8.17;?
678;kms_driven;18000;?
3573;company;Royal-Enfield;Royal-Enfield
2321;power;19.8;?
1371;owner;first;first
3432;location;dehradun;?
864;owner;first;first
4029;kms_driven;3000;?
1436;power;14.0;?
3181;mileage;35.0;?
783;location;hyderabad;?
2104;owner;second;first
3502;owner;first;first
693;model_year;2020;2017
1423;owner;first;first
1731;power;42.9;?
547;company;Hero;Royal-Enfield
2558;power;17.0;?
2735;company;Royal-Enfield;?
3612;model_year;2015;2017
3122;mileage;84.0;?
2010;model_year;2015;?
2696;model_year;2013;2015
2732;mileage;40.0;?
3288;model;Pulsar;?
4080;model_year;2009;2011
1488;model;Pulsar;?
559;price;21000;?
2220;model;Ninja;?
2474;model;Thunderbird;?
802;model_year;2019;2016
1990;model;FZ25;?
134;model_year;2013;?
353;power;25.1;?
3212;power;11.8;?
3016;mileage;50.0;?
3192;mileage;35.0;?
2285;power;8.2;?
1086;kms_driven;45000;?
2750;company;Royal-Enfield;Royal-Enfield
329;model;Classic;?
656;model_year;2020;?
1607;company;Hero;Royal-Enfield
473;model;Classic;?
1714;mileage;57.0;?
1660;price;28200;?
871;owner;first;first
1582;location;hyderabad;?
1781;kms_driven;29042;?
1982;model_year;2019;2016
1659;price;55000;?
2725;model;CB;?
3336;company;Hero;?
577;power;19.8;?
2602;power;14.6;?
811;model_year;2013;2017
1800;owner;first;first
3810;model;Thunderbird;?
3816;price;15311;?
3572;model;Duke;?
197;location;ludhiana;?
2989;company;Bajaj;?
675;company;Bajaj;Harley-Davidson
972;model;Splendor;?
2596;model_year;2013;2014
2145;company;Bajaj;?
2004;kms_driven;41467;?
1993;mileage;81.0;?
1166;model;Gixxer;?
581;kms_driven;36000;?
1743;company;Royal-Enfield;?
1414;price;160000;?
1637;model;V12;?
1088;mileage;38.0;?
910;owner;first;first
3316;price;78400;?
3845;owner;third;first
1983;kms_driven;19000;?
2900;location;faridabad;?
1449;company;Royal-Enfield;Royal-Enfield
2853;price;167130;?
1593;price;48800;?
1665;location;mumbai;?
1308;kms_driven;5610;?
3296;kms_driven;35000;?
2945;power;25.1;?
3053;price;55000;?
135;price;39000;?
1862;location;mumbai;?
2054;model_year;2015;?
1749;model;Pulsar;?
3456;power;24.2;?
3101;owner;first;first
3187;model_year;2016;2019
1071;model_year;2013;2017
3256;kms_driven;13900;?
214;model;HF;?
160;model_year;2016;?
780;location;mumbai;?
954;location;lucknow;?
2839;kms_driven;9000;?
3277;price;60000;?
1533;power;47.0;?
1636;mileage;57.0;?
375;model_year;2016;2018
1567;power;14.3;?
318;company;Bajaj;Harley-Davidson
1576;power;19.8;?
1194;model;RC;?
2810;location;delhi;?
3915;price;70000;?
2302;owner;first;first
359;location;pune;?
363;power;14.3;?
2903;location;bangalore;?
2214;price;76000;?
3772;location;chennai;?
4029;location;tiruvallur;?
1209;mileage;30.0;?
1754;location;pune;?
452;location;delhi;?
395;price;80000;?
83;company;TVS;TVS
1682;location;pune;?
3771;price;20000;?
3032;model;Glamour;?
1499;kms_driven;16957;?
247;model;Pulsar;?
2845;company;Royal-Enfield;?
3844;company;Harley-Davidson;KTM
2297;mileage;30.0;?
1004;mileage;40.0;?
1427;model;Classic;?
3154;mileage;52.5;?
282;location;jaipur;?
3193;model_year;2015;?
629;power;19.8;?
3201;power;14.0;?
1918;kms_driven;9000;?
3695;owner;first;first
109;owner;first;first
3575;model;Thunderbird;?
1777;location;chennai;?
1189;model_year;2017;2013
1177;price;63500;?
37;owner;first;first
4064;model_year;2017;2016
1698;location;bangalore;?
3154;location;ahmedabad;?
1625;mileage;65.0;?
2870;model;Gixxer;?
1972;power;19.0;7.91
3155;location;jalandhar;?
1161;kms_driven;14000;?
771;company;Bajaj;?
3117;model;Thunderbird;?
1358;company;Bajaj;?
2572;kms_driven;10583;?
1050;company;Royal-Enfield;?
1642;model_year;2018;?
1592;location;bhubaneshwar;?
2702;price;47040;?
1648;location;delhi;?
3418;power;8.2;?
101;kms_driven;28912;?
1577;location;delhi;?
1377;kms_driven;11000;?
1272;power;47.0;?
179;location;navi mumbai;?
3973;model;FZs;?
1429;price;35000;?
2820;model;Xtreme;?
146;owner;first;first
2438;owner;first;first
2971;mileage;22.0;?
1235;model_year;2020;?
1380;power;19.8;?
1262;model;Gixxer;?
849;model_year;2017;2016
604;mileage;42.0;?
3872;company;Hero;Harley-Davidson
2980;model;Xtreme;?
1227;location;delhi;?
2318;location;chennai;?
2213;model_year;2013;2013
1310;mileage;26.0;?
1685;price;580000;?
787;model_year;2017;2019
216;model;Passion;?
3650;model_year;2019;2015
2406;mileage;30.0;?
1725;mileage;20.0;?
1750;power;12.92;?
4073;company;KTM;KTM
218;power;14.3;?
3619;power;25.0;?
2386;price;45000;?
3041;model_year;2012;2016
281;owner;first;first
217;price;55000;?
2754;model;Splendor;?
797;mileage;40.0;?
3069;model;Classic;?
1216;owner;first;first
891;kms_driven;55051;?
709;owner;first;first
2;location;hyderabad;?
619;mileage;65.0;?
3027;kms_driven;40000;?
2194;model_year;2013;2014
521;model;Classic;?
556;company;Bajaj;?
2193;location;noida;?
1380;owner;first;first
3997;mileage;60.0;?
682;price;28500;?
2981;model_year;2016;2016
3465;price;54400;?
608;model;FZs;?
2919;location;delhi;?
1764;model_year;2019;?
1736;price;165000;?
2075;model;GT650R;?
2736;company;Royal-Enfield;?
2784;power;14.6;?
597;price;39450;?
3605;model_year;2014;2015
60;kms_driven;45000;?
2547;model;Avenger;?
414;kms_driven;4000;?
3536;location;chennai;?
394;mileage;38.0;?
2400;mileage;84.0;?
1330;mileage;50.0;?
1190;kms_driven;27000;?
2921;location;hyderabad;?
2020;price;145250;?
767;model;Classic;?
969;location;pune;?
4003;location;delhi;?
1053;owner;first;first
1844;price;38000;?
238;kms_driven;7464;?
1360;model;YZF-R15;?
1672;model_year;2017;2015
1895;power;19.8;25.1
2696;location;pune;?
3270;kms_driven;22365;?
3913;power;29.1;?
3901;power;14.3;?
2086;power;19.0;?
2784;model_year;2016;?
1920;model_year;2019;2015
3358;owner;first;first
1220;model;YZF-R15;?
1571;owner;first;first
1482;power;15.0;15.0
3659;mileage;55.0;?
910;model;Avenger;?
4009;owner;first;first
909;price;135000;?
3604;mileage;50.0;?
2071;model;Classic;?
908;owner;first;first
3744;model;GT650R;?
1786;company;Royal-Enfield;Royal-Enfield
651;mileage;38.0;?
1991;power;19.8;?
1817;company;Honda;?
2641;power;24.6;?
1170;mileage;50.0;?
868;location;delhi;?
257;model;Thunderbird;?
2679;company;Bajaj;?
495;power;15.0;?
1348;owner;first;first
3511;power;37.73;37.73
663;model;Pulsar;?
2282;model;Classic;?
2183;power;11.8;?
3136;price;118000;?
809;model;Duke;?
1251;model;Passion;?
3908;owner;first;first
990;price;40000;?
931;price;127500;?
825;model;Passion;?
639;power;19.0;?
1978;location;delhi;?
3616;price;530000;?
2252;location;delhi;?
297;power;19.8;?
1218;owner;first;first
3782;model;Thunderbird;?
3560;price;130000;?
2454;power;24.8;?
3871;price;134999;?
2554;power;12.92;?
2151;kms_driven;56000;?
3027;mileage;35.0;?
2294;price;1375000;?
844;power;19.8;?
4050;kms_driven;47000;?
2440;kms_driven;3500;?
2763;model;Thunderbird;?
1657;kms_driven;59000;?
668;model_year;2015;?
3018;mileage;25.0;?
4080;mileage;81.0;?
804;price;48000;?
3650;kms_driven;25;?
3039;power;19.0;?
1035;power;42.9;37.73
1452;owner;first;first
816;owner;first;first
139;model_year;2017;2017
2394;model_year;2019;?
2533;location;gautam buddha nagar;?
826;model;Passion;?
2353;power;16.8;?
2225;model_year;2014;?
3117;company;Royal-Enfield;?
3487;company;KTM;Harley-Davidson
114;owner;first;first
2123;power;67.2;?
3274;price;10300;?
1891;model;Renegade;?
3276;company;Royal-Enfield;Royal-Enfield
311;mileage;45.0;?
2395;owner;first;first
2129;kms_driven;27000;?
887;model_year;2008;?
1520;mileage;40.0;?
1308;price;195000;?
3757;power;18.28;?
2036;power;25.1;?
1075;power;19.8;?
135;location;hyderabad;?
743;model;Gixxer;?
34;mileage;25.0;?
2330;power;14.0;?
1025;owner;first;first
3042;power;27.2;29.1
1684;location;hyderabad;?
2344;power;7.7;?
845;power;19.8;?
1102;power;19.8;?
3739;model_year;2017;?
2799;model;RC;?
469;owner;first;first
2838;power;8.1;?
2938;model_year;2015;?
1673;location;vadodara;?
3265;company;Hero;Yamaha
1830;model;Renegade;?
3161;power;27.2;?
3065;kms_driven;12000;?
543;owner;first;first
191;model;Classic;?
123;kms_driven;36000;?
1082;location;rajkot;?
2663;price;76000;?
3381;power;74.0;67.2
466;model;Bullet;?
897;model_year;2015;?
1471;kms_driven;20000;?
1889;model;Classic;?
2918;owner;first;first
1363;company;Royal-Enfield;?
3143;price;175000;?
3500;company;Harley-Davidson;Hero
1582;owner;first;first
672;kms_driven;38000;?
3468;company;Suzuki;?
1400;price;220000;?
1911;model_year;2017;2016
2524;model_year;2013;2016
3608;location;hyderabad;?
1575;mileage;42.0;?
699;model;Thunderbird;?
2157;kms_driven;12000;?
701;price;173175;?
1175;location;rajkot;?
3926;model_year;2008;?
42;company;Hero;?
1917;location;vadodara;?
610;mileage;35.0;?
3012;location;bangalore;?
2506;company;Hero;?
1146;kms_driven;80000;?
382;model;Thunderbird;?
3113;location;gurgaon;?
3594;owner;first;first
3406;price;475000;?
1558;kms_driven;6000;?
2886;price;600000;?
3294;company;Royal-Enfield;Royal-Enfield
1355;price;110000;?
548;kms_driven;95000;?
2536;model;Bullet;?
501;model;Duke;?
432;price;38200;?
2860;location;ahmedabad;?
1903;kms_driven;28700;?
111;model;Classic;?
1216;model_year;2018;2019
2872;company;Hero;Hero
1762;mileage;65.0;?
3232;location;pune;?
1989;company;Bajaj;Bajaj
1049;mileage;42.0;?
1194;price;150500;?
2702;model_year;2018;?
769;owner;fourth;first
3919;company;Hero;Hero
980;owner;first;first
496;company;KTM;Royal-Enfield
3003;price;83000;?
976;mileage;25.0;?
750;location;thane;?
2868;model;Thunderbird;?
1815;model_year;2005;2018
348;location;jaipur;?
3345;owner;first;first
129;model_year;2021;2016
3027;model;Renegade;?
2351;model;FZ25;?
2221;kms_driven;47000;?
134;mileage;65.0;?
4088;mileage;55.0;?
1518;company;Royal-Enfield;?
733;power;13.0;?
1404;model;Thunderbird;?
454;power;42.9;?
2968;location;hyderabad;?
1220;power;16.7;?
737;owner;first;first
1923;kms_driven;30000;?
207;kms_driven;16000;?
3861;price;425000;?
392;location;vadodara;?
3584;kms_driven;3450;?
797;price;66900;?
1179;company;Royal-Enfield;Royal-Enfield
3072;kms_driven;30289;?
2957;owner;first;first
2240;kms_driven;5059;?
3789;model_year;2017;2018
1728;power;21.0;?
3213;company;Royal-Enfield;Yamaha
1507;model_year;2020;?
3232;owner;first;first
2736;power;27.2;?
2820;model_year;2016;?
3088;owner;first;first
1140;model_year;2019;2018
